,congress,chamber,bioguide,firstname,middlename,lastname,suffix,birthday,state,party,incumbent,termstart,age
2178,83,senate,H000495,Robert,Clymer,Hendrickson,,1898-08-12,NJ,R,Yes,1953-01-03,54.4
2179,83,senate,B000823,Henry,Styles,Bridges,,1898-09-09,NH,R,Yes,1953-01-03,54.3
2180,83,senate,B001099,Thomas,A.,Burke,,1898-10-30,OH,D,No,1953-01-03,54.2
2181,83,senate,B000384,Wallace,Foster,Bennett,,1898-11-13,UT,R,Yes,1953-01-03,54.1
2182,83,senate,M000279,Burnet,Rhett,Maybank,,1899-03-07,SC,D,Yes,1953-01-03,53.8
2183,83,senate,C000906,Edward,David,Crippa,,1899-04-08,WY,R,No,1953-01-03,53.7
2184,83,senate,S000701,John,Jackson,Sparkman,,1899-12-20,AL,D,Yes,1953-01-03,53.0
2185,83,senate,C000802,Norris,H.,Cotton,,1900-05-11,NH,R,Yes,1953-01-03,52.6
2186,83,senate,M001078,Karl,Earl,Mundt,,1900-06-03,SD,R,Yes,1953-01-03,52.6
2187,83,senate,M001014,Wayne,Lyman,Morse,,1900-10-20,OR,I,Yes,1953-01-03,52.2
2188,83,senate,E000210,Joseph,Wilson,Ervin,,1901-03-03,NC,D,No,1953-01-03,51.8
2189,83,senate,S001136,William,Stuart,Symington,,1901-06-26,MO,D,No,1953-01-03,51.5
2190,83,senate,S000852,John,Cornelius,Stennis,,1901-08-03,MS,D,Yes,1953-01-03,51.4
2191,83,senate,C000758,John,Sherman,Cooper,,1901-08-23,KY,R,Yes,1953-01-03,51.4
2192,83,senate,M000859,Almer,Stillwell Mike,Monroney,,1902-03-02,OK,D,Yes,1953-01-03,50.8
2193,83,senate,T000254,J.,Strom,Thurmond,,1902-12-05,SC,D,No,1953-01-03,50.1
2194,83,senate,F000356,Joseph,Allen,Frear,Jr.,1903-03-07,DE,D,Yes,1953-01-03,49.8
2195,83,senate,M000113,Michael,Joseph,Mansfield,,1903-03-16,MT,D,Yes,1953-01-03,49.8
2196,83,senate,H000502,Thomas,Carey,Hennings,Jr.,1903-06-25,MO,D,Yes,1953-01-03,49.5
2197,83,senate,K000044,Carey,Estes,Kefauver,,1903-07-26,TN,D,Yes,1953-01-03,49.4
2198,83,senate,B000913,Ernest,S.,Brown,,1903-09-25,NV,R,No,1953-01-03,49.3
2199,83,senate,W000518,John,James,Williams,,1904-05-17,DE,R,Yes,1953-01-03,48.6
2200,83,senate,P000150,Frederick,George,Payne,,1904-07-24,ME,R,No,1953-01-03,48.4
2201,83,senate,H000875,Roman,Lee,Hruska,,1904-08-16,NE,R,No,1953-01-03,48.4
2202,83,senate,E000018,James,Oliver,Eastland,,1904-11-28,MS,D,Yes,1953-01-03,48.1
2203,83,senate,C001006,Carl,Thomas,Curtis,,1905-03-15,NE,R,Yes,1953-01-03,47.8
2204,83,senate,F000401,James,William,Fulbright,,1905-04-09,AR,D,Yes,1953-01-03,47.7
2205,83,senate,M000053,Warren,Grant,Magnuson,,1905-04-12,WA,D,Yes,1953-01-03,47.7
2206,83,senate,L000240,Alton,Asa,Lennon,,1906-08-17,NC,D,No,1953-01-03,46.4
2207,83,senate,W000269,Herman,,Welker,,1906-12-11,ID,R,Yes,1953-01-03,46.1
2208,83,senate,P000100,John,Orlando,Pastore,,1907-03-17,RI,D,Yes,1953-01-03,45.8
2209,83,senate,G000320,Albert,Arnold,Gore,,1907-12-26,TN,D,Yes,1953-01-03,45.0
2210,83,senate,K000292,William,Fife,Knowland,,1908-06-26,CA,R,Yes,1953-01-03,44.5
2211,83,senate,J000093,William,Ezra,Jenner,,1908-07-21,IN,R,Yes,1953-01-03,44.5
2212,83,senate,J000160,Lyndon,Baines,Johnson,,1908-08-27,TX,D,Yes,1953-01-03,44.4
2213,83,senate,M000315,Joseph,Raymond,McCarthy,,1908-11-14,WI,R,Yes,1953-01-03,44.1
2214,83,senate,G000267,Barry,Morris,Goldwater,,1909-01-01,AZ,R,No,1953-01-03,44.0
2215,83,senate,B000436,Alan,Harvey,Bible,,1909-11-20,NV,D,No,1953-01-03,43.1
2216,83,senate,K000335,Thomas,Henry,Kuchel,,1910-08-15,CA,R,Yes,1953-01-03,42.4
2217,83,senate,D000036,Marion,Price,Daniel,,1910-10-10,TX,D,No,1953-01-03,42.2
2218,83,senate,H000953,Hubert,Horatio,Humphrey,Jr.,1911-05-27,MN,I,Yes,1953-01-03,41.6
2219,83,senate,J000013,Henry,Martin,Jackson,,1912-05-31,WA,D,Yes,1953-01-03,40.6
2220,83,senate,S000505,George,Armistead,Smathers,,1913-11-14,FL,D,Yes,1953-01-03,39.1
2221,83,senate,P000460,Charles,Edward,Potter,,1916-10-30,MI,R,Yes,1953-01-03,36.2
2222,83,senate,K000107,John,Fitzgerald,Kennedy,,1917-05-29,MA,D,Yes,1953-01-03,35.6
2223,83,senate,L000428,Russell,Billiu,Long,,1918-11-03,LA,D,Yes,1953-01-03,34.2
2224,84,house,S000717,Brent,,Spence,,1874-12-24,KY,D,Yes,1955-01-05,80.0
2225,84,house,B000698,James,Bernard,Bowler,,1875-02-05,IL,D,Yes,1955-01-05,79.9
2226,84,house,H000683,Clare,Eugene,Hoffman,,1875-09-10,MI,R,Yes,1955-01-05,79.3
2227,84,house,R000113,Daniel,Alden,Reed,,1875-09-15,NY,R,Yes,1955-01-05,79.3
2228,84,house,O000016,Thomas,Joseph,O'Brien,,1878-04-30,IL,D,Yes,1955-01-05,76.7
2229,84,house,B001079,Usher,Lloyd,Burdick,,1879-02-21,ND,R,Yes,1955-01-05,75.9
2230,84,house,C000117,Clarence,Andrew,Cannon,,1879-04-11,MO,D,Yes,1955-01-05,75.7
2231,84,house,D000228,John,Joseph,Dempsey,,1879-06-22,NM,D,Yes,1955-01-05,75.5
2232,84,house,B000940,Paul,,Brown,,1880-03-31,GA,D,Yes,1955-01-05,74.8
2233,84,house,T000001,John,,Taber,,1880-05-05,NY,R,Yes,1955-01-05,74.7
2234,84,house,W000683,Charles,Anderson,Wolverton,,1880-10-24,NJ,R,Yes,1955-01-05,74.2
2235,84,house,J000088,Thomas,Albert,Jenkins,,1880-10-28,OH,R,Yes,1955-01-05,74.2
2236,84,house,V000125,Charles,Wesley,Vursell,,1881-02-08,IL,R,Yes,1955-01-05,73.9
2237,84,house,R000392,Edith,Nourse,Rogers,,1881-03-19,MA,R,Yes,1955-01-05,73.8
2238,84,house,R000082,Samuel,Taliaferro,Rayburn,,1882-01-06,TX,D,Yes,1955-01-05,73.0
2239,84,house,O000053,Barratt,,O'Hara,,1882-04-28,IL,D,Yes,1955-01-05,72.7
2240,84,house,M000224,Noah,Morgan,Mason,,1882-07-19,IL,R,Yes,1955-01-05,72.5
2241,84,house,S000554,Howard,Worth,Smith,,1883-02-02,VA,D,Yes,1955-01-05,71.9
2242,84,house,K000058,Augustine,Bernard,Kelley,,1883-07-09,PA,D,Yes,1955-01-05,71.5
2243,84,house,L000416,George,Shannon,Long,,1883-09-11,LA,D,Yes,1955-01-05,71.3
2244,84,house,V000105,Carl,,Vinson,,1883-11-18,GA,D,Yes,1955-01-05,71.1
2245,84,house,D000411,George,Anthony,Dondero,,1883-12-16,MI,R,Yes,1955-01-05,71.1
2246,84,house,G000541,Ralph,Waldo,Gwinn,,1884-03-29,NY,R,Yes,1955-01-05,70.8
2247,84,house,W000549,William,Robert,Williams,,1884-08-11,NY,R,Yes,1955-01-05,70.4
2248,84,house,M000191,Joseph,William,Martin,Jr.,1884-11-03,MA,R,Yes,1955-01-05,70.2
2249,84,house,S000335,Harry,Richard,Sheppard,,1885-01-10,CA,D,Yes,1955-01-05,70.0
2250,84,house,A000227,James,Coats,Auchincloss,,1885-01-19,NJ,R,Yes,1955-01-05,70.0
2251,84,house,B000725,Frank,William,Boykin,,1885-02-21,AL,D,Yes,1955-01-05,69.9
2252,84,house,B000607,Frances,Payne,Bolton,,1885-03-29,OH,R,Yes,1955-01-05,69.8
2253,84,house,G000031,Ralph,Abernethy,Gamble,,1885-05-06,NY,R,Yes,1955-01-05,69.7
2254,84,house,J000045,Benjamin,Franklin,James,,1885-08-01,PA,R,Yes,1955-01-05,69.4
2255,84,house,C000515,Cliff,,Clevenger,,1885-08-20,OH,R,Yes,1955-01-05,69.4
2256,84,house,M000609,William,Estus,McVey,,1885-12-13,IL,R,Yes,1955-01-05,69.1
2257,84,house,H000613,William,Silas,Hill,,1886-01-20,CO,R,Yes,1955-01-05,69.0
2258,84,house,D000158,William,Levi,Dawson,,1886-04-26,IL,D,Yes,1955-01-05,68.7
2259,84,house,R000132,Edward,Herbert,Rees,,1886-06-03,KS,R,Yes,1955-01-05,68.6
2260,84,house,B000035,Cleveland,Monroe,Bailey,,1886-07-15,WV,D,Yes,1955-01-05,68.5
2261,84,house,R000077,John,Henry,Ray,,1886-09-27,NY,R,Yes,1955-01-05,68.3
2262,84,house,K000244,Michael,Joseph,Kirwan,,1886-12-02,OH,D,Yes,1955-01-05,68.1
2263,84,house,R000001,Louis,Charles,Rabaut,,1886-12-05,MI,D,Yes,1955-01-05,68.1
2264,84,house,L000157,Karl,Miles,Le Compte,,1887-05-25,IA,R,Yes,1955-01-05,67.6
2265,84,house,D000481,Clyde,Gilman,Doyle,,1887-07-11,CA,D,Yes,1955-01-05,67.5
2266,84,house,P000309,John,,Phillips,,1887-09-11,CA,R,Yes,1955-01-05,67.3
2267,84,house,T000216,Ruth,,Thompson,,1887-09-15,MI,R,Yes,1955-01-05,67.3
2268,84,house,W000446,Roy,William,Wier,,1888-02-25,MN,D,Yes,1955-01-05,66.9
2269,84,house,J000157,Justin,Leroy,Johnson,,1888-04-08,CA,R,Yes,1955-01-05,66.7
2270,84,house,C000264,Emanuel,,Celler,,1888-05-06,NY,D,Yes,1955-01-05,66.7
2271,84,house,N000097,Donald,William,Nicholson,,1888-08-11,MA,R,Yes,1955-01-05,66.4
2272,84,house,L000077,Henderson,Lovelace,Lanham,,1888-09-14,GA,D,Yes,1955-01-05,66.3
2273,84,house,S000198,Hubert,Baxter,Scudder,,1888-11-05,CA,R,Yes,1955-01-05,66.2
2274,84,house,H000568,Edgar,Willard,Hiestand,,1888-12-03,CA,R,Yes,1955-01-05,66.1
2275,84,house,C000383,George,Henry,Christopher,,1888-12-09,MO,D,No,1955-01-05,66.1
2276,84,house,K000030,Bernard,William,Kearney,,1889-05-23,NY,R,Yes,1955-01-05,65.6
2277,84,house,F000075,Ivor,David,Fenton,,1889-08-03,PA,R,Yes,1955-01-05,65.4
2278,84,house,H000036,Robert,,Hale,,1889-11-29,ME,R,Yes,1955-01-05,65.1
2279,84,house,R000108,Brazilla,Carroll,Reece,,1889-12-22,TN,R,Yes,1955-01-05,65.0
2280,84,house,C000645,William,Meyers,Colmer,,1890-02-11,MS,D,Yes,1955-01-05,64.9
2281,84,house,R000111,Chauncey,William,Reed,,1890-06-02,IL,R,Yes,1955-01-05,64.6
2282,84,house,C000993,Paul,Harvey,Cunningham,,1890-06-15,IA,R,Yes,1955-01-05,64.6
2283,84,house,B001024,Charles,Anthony,Buckley,,1890-06-23,NY,D,Yes,1955-01-05,64.5
2284,84,house,F000353,James,Beriah,Frazier,Jr.,1890-06-23,TN,D,Yes,1955-01-05,64.5
2285,84,house,D000368,Henry,Aldous,Dixon,,1890-06-29,UT,R,No,1955-01-05,64.5
2286,84,house,R000329,Edward,John,Robeson,Jr.,1890-08-09,VA,D,Yes,1955-01-05,64.4
2287,84,house,C000327,Jackson,Burton,Chase,,1890-08-19,NE,R,No,1955-01-05,64.4
2288,84,house,K000332,Otto,,Krueger,,1890-09-07,ND,R,Yes,1955-01-05,64.3
2289,84,house,A000239,August,Herman,Andresen,,1890-10-11,MN,R,Yes,1955-01-05,64.2
2290,84,house,M001077,Walter,Mann,Mumma,,1890-11-20,PA,R,Yes,1955-01-05,64.1
2291,84,house,M000727,George,Paul,Miller,,1891-01-15,CA,D,Yes,1955-01-05,64.0
2292,84,house,W000450,Richard,Bowditch,Wigglesworth,,1891-04-25,MA,R,Yes,1955-01-05,63.7
2293,84,house,B000621,Herbert,Covington,Bonner,,1891-05-16,NC,D,Yes,1955-01-05,63.6
2294,84,house,M000021,Russell,Vernon,Mack,,1891-06-13,WA,R,Yes,1955-01-05,63.6
2295,84,house,M000364,John,William,McCormack,,1891-12-21,MA,D,Yes,1955-01-05,63.0
2296,84,house,T000028,Henry,Oscar,Talle,,1892-01-12,IA,R,Yes,1955-01-05,63.0
2297,84,house,M000039,Ray,John,Madden,,1892-02-25,IN,D,Yes,1955-01-05,62.9
2298,84,house,G000091,Julian,Vaughan,Gary,,1892-02-25,VA,D,Yes,1955-01-05,62.9
2299,84,house,E000029,Herman,Peter,Eberharter,,1892-04-29,PA,D,Yes,1955-01-05,62.7
2300,84,house,M000715,Arthur,Lewis,Miller,,1892-05-24,NE,R,Yes,1955-01-05,62.6
2301,84,house,D000571,Carl,Thomas,Durham,,1892-08-28,NC,D,Yes,1955-01-05,62.4
2302,84,house,C000389,Marguerite,Stitt,Church,,1892-09-13,IL,R,Yes,1955-01-05,62.3
2303,84,house,S000585,Lawrence,Henry,Smith,,1892-09-15,WI,R,Yes,1955-01-05,62.3
2304,84,house,W000663,Gardner,Robert,Withrow,,1892-10-05,WI,R,Yes,1955-01-05,62.2
2305,84,house,S000640,Wint,,Smith,,1892-10-07,KS,R,Yes,1955-01-05,62.2
2306,84,house,J000100,Benton,Franklin,Jensen,,1892-12-16,IA,R,Yes,1955-01-05,62.1
2307,84,house,G000102,Leon,Harry,Gavin,,1893-02-25,PA,R,Yes,1955-01-05,61.9
2308,84,house,W000668,Jesse,Paine,Wolcott,,1893-03-03,MI,R,Yes,1955-01-05,61.8
2309,84,house,Y000060,Jesse,Arthur,Younger,,1893-04-11,CA,R,Yes,1955-01-05,61.7
2310,84,house,K000170,Clarence,Evans,Kilburn,,1893-04-13,NY,R,Yes,1955-01-05,61.7
2311,84,house,B001165,Alvin,Ray,Bush,,1893-06-04,PA,R,Yes,1955-01-05,61.6
2312,84,house,H000768,Clifford,Ragsdale,Hope,,1893-06-09,KS,R,Yes,1955-01-05,61.6
2313,84,house,B000909,Clarence,J.,Brown,,1893-07-14,OH,R,Yes,1955-01-05,61.5
2314,84,house,C000755,Jere,,Cooper,,1893-07-20,TN,D,Yes,1955-01-05,61.5
2315,84,house,P000103,John,William Wright,Patman,,1893-08-06,TX,D,Yes,1955-01-05,61.4
2316,84,house,C001011,Laurence,,Curtis,,1893-09-03,MA,R,Yes,1955-01-05,61.3
2317,84,house,K000029,Robert,Winthrop,Kean,,1893-09-28,NJ,R,Yes,1955-01-05,61.3
2318,84,house,G000316,Thomas,Sylvy,Gordon,,1893-12-17,IL,D,Yes,1955-01-05,61.0
2319,84,house,H000689,Richard,William,Hoffman,,1893-12-23,IL,R,Yes,1955-01-05,61.0
2320,84,house,H000717,Elmer,Joseph,Holland,,1894-01-08,PA,D,No,1955-01-05,61.0
2321,84,house,D000354,John,David,Dingell,,1894-02-02,MI,D,Yes,1955-01-05,60.9
2322,84,house,T000373,James,William,Trimble,,1894-02-03,AR,D,Yes,1955-01-05,60.9
2323,84,house,W000108,Francis,Eugene,Walter,,1894-05-26,PA,D,Yes,1955-01-05,60.6
2324,84,house,S000764,Katharine,Price Collier,St. George,,1894-07-12,NY,R,Yes,1955-01-05,60.5
2325,84,house,H000640,John,Carl Williams,Hinshaw,,1894-07-28,CA,R,Yes,1955-01-05,60.4
2326,84,house,M001114,Thomas,Jefferson,Murray,,1894-08-01,TN,D,Yes,1955-01-05,60.4
2327,84,house,D000403,James,Isaac,Dolliver,,1894-08-31,IA,R,Yes,1955-01-05,60.3
2328,84,house,R000214,James,Prioleau,Richards,,1894-08-31,SC,D,Yes,1955-01-05,60.3
2329,84,house,S000437,Sidney,Elmer,Simpson,,1894-09-20,IL,R,Yes,1955-01-05,60.3
2330,84,house,H000182,Cecil,Murray,Harden,,1894-11-21,IN,R,Yes,1955-01-05,60.1
2331,84,house,G000368,Kathryn,Elizabeth,Granahan,,1894-12-07,PA,D,No,1955-01-05,60.1
2332,84,house,M000414,Gordon,Leo,McDonough,,1895-01-02,CA,R,Yes,1955-01-05,60.0
2333,84,house,O000056,Joseph,Patrick,O'Hara,,1895-01-23,MN,R,Yes,1955-01-05,59.9
2334,84,house,M000724,Edward,Tylor,Miller,,1895-02-01,MD,R,Yes,1955-01-05,59.9
2335,84,house,R000260,John,Jacob,Riley,,1895-02-01,SC,D,Yes,1955-01-05,59.9
2336,84,house,H000678,Charles,Bernard,Hoeven,,1895-03-30,IA,R,Yes,1955-01-05,59.8
2337,84,house,D000109,James,Curran,Davis,,1895-05-17,GA,D,Yes,1955-01-05,59.6
2338,84,house,F000255,Aime,Joseph,Forand,,1895-05-23,RI,D,Yes,1955-01-05,59.6
2339,84,house,K000040,Maude,Elizabeth,Kee,,1895-06-07,WV,D,Yes,1955-01-05,59.6
2340,84,house,G000369,William,Thomas,Granahan,,1895-07-26,PA,D,Yes,1955-01-05,59.4
2341,84,house,S000390,George,Adams,Shuford,,1895-09-05,NC,D,Yes,1955-01-05,59.3
2342,84,house,A000216,Leslie,Cornelius,Arends,,1895-09-27,IL,R,Yes,1955-01-05,59.3
2343,84,house,K000273,John,Carl,Kluczynski,,1896-02-15,IL,D,Yes,1955-01-05,58.9
2344,84,house,G000124,Brady,Preston,Gentry,,1896-03-25,TX,D,Yes,1955-01-05,58.8
2345,84,house,A000225,Wayne,Norviel,Aspinall,,1896-04-03,CO,D,Yes,1955-01-05,58.8
2346,84,house,V000119,John,Martin,Vorys,,1896-06-16,OH,R,Yes,1955-01-05,58.6
2347,84,house,O000121,Harold,Charles,Ostertag,,1896-06-22,NY,R,Yes,1955-01-05,58.5
2348,84,house,T000198,Clark,Wallace,Thompson,,1896-08-06,TX,D,Yes,1955-01-05,58.4
2349,84,house,B000178,William,Aloysius,Barrett,,1896-08-14,PA,D,Yes,1955-01-05,58.4
2350,84,house,F000283,Elijah,Lewis,Forrester,,1896-08-16,GA,D,Yes,1955-01-05,58.4
2351,84,house,C000336,Richard,Thurmond,Chatham,,1896-08-16,NC,D,Yes,1955-01-05,58.4
2352,84,house,N000137,William,Frank,Norrell,,1896-08-29,AR,D,Yes,1955-01-05,58.3
2353,84,house,B000139,Graham,Arthur,Barden,,1896-09-25,NC,D,Yes,1955-01-05,58.3
2354,84,house,T000395,William,Munford,Tuck,,1896-09-28,VA,D,Yes,1955-01-05,58.3
2355,84,house,M000460,J.,Harry,McGregor,,1896-09-30,OH,R,Yes,1955-01-05,58.3
2356,84,house,P000408,James,Gould,Polk,,1896-10-06,OH,D,Yes,1955-01-05,58.2
2357,84,house,D000260,Winfield,Kirkpatrick,Denton,,1896-10-28,IN,D,No,1955-01-05,58.2
2358,84,house,B000276,John,Valentine,Beamer,,1896-11-17,IN,R,Yes,1955-01-05,58.1
2359,84,house,C000162,Albert,Sidney Johnson,Carnahan,,1897-01-09,MO,D,Yes,1955-01-05,58.0
2360,84,house,H000275,Robert,Dinsmore,Harrison,,1897-01-26,NE,R,Yes,1955-01-05,57.9
2361,84,house,K000208,Karl,Clarence,King,,1897-01-26,PA,R,Yes,1955-01-05,57.9
2362,84,house,A000179,Herman,Carl,Andersen,,1897-01-27,MN,R,Yes,1955-01-05,57.9
2363,84,house,C000156,Frank,Ertel,Carlyle,,1897-04-07,NC,D,Yes,1955-01-05,57.7
2364,84,house,C000905,Albert,William,Cretella,,1897-04-22,CT,R,Yes,1955-01-05,57.7
2365,84,house,G000381,George,McInvale,Grant,,1897-07-11,AL,D,Yes,1955-01-05,57.5
2366,84,house,C000736,Harold,Dunbar,Cooley,,1897-07-26,NC,D,Yes,1955-01-05,57.4
2367,84,house,C000346,John,Edgar,Chenoweth,,1897-08-17,CO,R,Yes,1955-01-05,57.4
2368,84,house,G000447,Noble,Jones,Gregory,,1897-08-30,KY,D,Yes,1955-01-05,57.3
2369,84,house,D000094,Clifford,,Davis,,1897-11-18,TN,D,Yes,1955-01-05,57.1
2370,84,house,B000884,Overton,,Brooks,,1897-12-21,LA,D,Yes,1955-01-05,57.0
2371,84,house,K000196,Cecil,Rhodes,King,,1898-01-13,CA,D,Yes,1955-01-05,57.0
2372,84,house,H000412,Donald,,Hayworth,,1898-01-13,MI,D,No,1955-01-05,57.0
2373,84,house,H000550,William,Emil,Hess,,1898-02-13,OH,R,Yes,1955-01-05,56.9
2374,84,house,R000187,George,Milton,Rhodes,,1898-02-24,PA,D,Yes,1955-01-05,56.9
2375,84,house,S000194,Errett,Power,Scrivner,,1898-03-20,KS,R,Yes,1955-01-05,56.8
2376,84,house,S000377,Dewey,Jackson,Short,,1898-04-07,MO,R,Yes,1955-01-05,56.7
2377,84,house,M000568,John,Lanneau,McMillan,,1898-04-12,SC,D,Yes,1955-01-05,56.7
2378,84,house,T000156,Albert,,Thomas,,1898-04-12,TX,D,Yes,1955-01-05,56.7
2379,84,house,C000113,Gordon,,Canfield,,1898-04-15,NJ,R,Yes,1955-01-05,56.7
2380,84,house,F000384,Samuel,Nathaniel,Friedel,,1898-04-18,MD,D,Yes,1955-01-05,56.7
2381,84,house,C000804,Frederic,René,Coudert,Jr.,1898-05-07,NY,R,Yes,1955-01-05,56.7
2382,84,house,D000004,Paul,Bartram,Dague,,1898-05-19,PA,R,Yes,1955-01-05,56.6
2383,84,house,P000303,Philip,Joseph,Philbin,,1898-05-29,MA,D,Yes,1955-01-05,56.6
2384,84,house,F000035,Mary,Elizabeth Pruett,Farrington,,1898-05-30,HI,R,Yes,1955-01-05,56.6
2385,84,house,L000065,Thomas,Joseph,Lane,,1898-07-06,MA,D,Yes,1955-01-05,56.5
2386,84,house,H000405,Lawrence,Brooks,Hays,,1898-08-09,AR,D,Yes,1955-01-05,56.4
2387,84,house,P000349,John,Leonard,Pilcher,,1898-08-27,GA,D,Yes,1955-01-05,56.4
2388,84,house,J000278,Walter,Henry,Judd,,1898-09-25,MN,R,Yes,1955-01-05,56.3
2389,84,house,A000138,Leo,Elwood,Allen,,1898-10-05,IL,R,Yes,1955-01-05,56.2
2390,84,house,H000786,Walter,Franklin,Horan,,1898-10-15,WA,R,Yes,1955-01-05,56.2
2391,84,house,D000175,Charles,Bennett,Deane,,1898-11-01,NC,D,Yes,1955-01-05,56.2
2392,84,house,D000421,James,George,Donovan,,1898-12-15,NY,D,Yes,1955-01-05,56.1
2393,84,house,V000069,James,Edward,Van Zandt,,1898-12-18,PA,R,Yes,1955-01-05,56.0
2394,84,house,H000041,James,Andrew,Haley,,1899-01-04,FL,D,Yes,1955-01-05,56.0
2395,84,house,K000298,Victor,Alfred,Knox,,1899-01-13,MI,R,Yes,1955-01-05,56.0
2396,84,house,U000034,James,Boyd,Utt,,1899-03-11,CA,R,Yes,1955-01-05,55.8
2397,84,house,S000117,Paul,Fornshell,Schenck,,1899-04-19,OH,R,Yes,1955-01-05,55.7
2398,84,house,B000323,Page,Henry,Belcher,,1899-04-21,OK,R,Yes,1955-01-05,55.7
2399,84,house,G000495,Harold,Royce,Gross,,1899-06-30,IA,R,Yes,1955-01-05,55.5
2400,84,house,M000014,Thaddeus,Michael,Machrowicz,,1899-08-21,MI,D,Yes,1955-01-05,55.4
2401,84,house,R000250,Roy,Walter,Riehlman,,1899-08-26,NY,R,Yes,1955-01-05,55.4
2402,84,house,B000292,Frank,John,Becker,,1899-08-27,NY,R,Yes,1955-01-05,55.4
2403,84,house,E000146,Mathew,Harris,Ellsworth,,1899-09-17,OR,R,Yes,1955-01-05,55.3
2404,84,house,W000323,James,Ernest,Wharton,,1899-10-04,NY,R,Yes,1955-01-05,55.3
2405,84,house,C000365,Robert,Bruce,Chiperfield,,1899-11-20,IL,R,Yes,1955-01-05,55.1
2406,84,house,A000133,John,Joseph,Allen,Jr.,1899-11-27,CA,R,Yes,1955-01-05,55.1
2407,84,house,P000398,William,Robert,Poage,,1899-12-28,TX,D,Yes,1955-01-05,55.0
2408,84,house,G000129,Myron,Virgil,George,,1900-01-06,KS,R,Yes,1955-01-05,55.0
2409,84,house,H000549,John,Walter,Heselton,,1900-03-17,MA,R,Yes,1955-01-05,54.8
2410,84,house,K000171,Paul,Joseph,Kilday,,1900-03-29,TX,D,Yes,1955-01-05,54.8
2411,84,house,P000536,James,Percy,Priest,,1900-04-01,TN,D,Yes,1955-01-05,54.8
2412,84,house,K000032,Carroll,Dudley,Kearns,,1900-05-07,PA,R,Yes,1955-01-05,54.7
2413,84,house,K000036,Kenneth,Barnard,Keating,,1900-05-18,NY,R,Yes,1955-01-05,54.6
2414,84,house,S000408,Eugene,,Siler,,1900-06-26,KY,R,No,1955-01-05,54.5
2415,84,house,P000098,Otto,Ernest,Passman,,1900-06-27,LA,D,Yes,1955-01-05,54.5
2416,84,house,R000389,Byron,Giles,Rogers,,1900-08-01,CO,D,Yes,1955-01-05,54.4
2417,84,house,H000081,Charles,Abraham,Halleck,,1900-08-22,IN,R,Yes,1955-01-05,54.4
2418,84,house,S000436,Richard,Murray,Simpson,,1900-08-30,PA,R,Yes,1955-01-05,54.3
2419,84,house,O000015,Leo,William,O'Brien,,1900-09-21,NY,D,Yes,1955-01-05,54.3
2420,84,house,M000065,George,Herman,Mahon,,1900-09-22,TX,D,Yes,1955-01-05,54.3
2421,84,house,D000338,Martin,,Dies,Jr.,1900-11-05,TX,D,Yes,1955-01-05,54.2
2422,84,house,S000174,Hugh,Doggett,Scott,Jr.,1900-11-11,PA,R,Yes,1955-01-05,54.1
2423,84,house,M001074,Abraham,Jacob,Multer,,1900-12-24,NY,D,Yes,1955-01-05,54.0
2424,84,house,B000676,Frank,Townsend,Bow,,1901-02-20,OH,R,Yes,1955-01-05,53.9
2425,84,house,C000182,Joseph,Leonard,Carrigg,,1901-02-23,PA,R,Yes,1955-01-05,53.9
2426,84,house,J000246,Paul,Caruthers,Jones,,1901-03-12,MO,D,Yes,1955-01-05,53.8
2427,84,house,D000211,James,Joseph,Delaney,,1901-03-19,NY,D,Yes,1955-01-05,53.8
2428,84,house,M000354,Samuel,Kerns,McConnell,Jr.,1901-04-06,PA,R,Yes,1955-01-05,53.7
2429,84,house,T000298,Thor,Carl,Tollefson,,1901-05-02,WA,R,Yes,1955-01-05,53.7
2430,84,house,J000158,Lester,Roland,Johnson,,1901-06-16,WI,D,Yes,1955-01-05,53.6
2431,84,house,D000419,Harold,Daniel,Donohue,,1901-06-18,MA,D,Yes,1955-01-05,53.5
2432,84,house,H000310,Ralph,,Harvey,,1901-08-09,IN,R,Yes,1955-01-05,53.4
2433,84,house,H000437,Felix,Edward,Hébert,,1901-10-12,LA,D,Yes,1955-01-05,53.2
2434,84,house,M000393,William,Moore,McCulloch,,1901-11-24,OH,R,Yes,1955-01-05,53.1
2435,84,house,T000070,Dean,Park,Taylor,,1902-01-01,NY,R,Yes,1955-01-05,53.0
2436,84,house,B000062,Howard,Henry,Baker,,1902-01-12,TN,R,Yes,1955-01-05,53.0
2437,84,house,F000085,Antonio,Manuel,Fernández,,1902-01-17,NM,D,Yes,1955-01-05,53.0
2438,84,house,H000740,Otis,Halbert,Holmes,,1902-02-22,WA,R,Yes,1955-01-05,52.9
2439,84,house,R000018,Albert,McKinley,Rains,,1902-03-11,AL,D,Yes,1955-01-05,52.8
2440,84,house,H000154,Thomas,Millet,Hand,,1902-07-07,NJ,R,Yes,1955-01-05,52.5
2441,84,house,W000212,John,Clarence,Watts,,1902-07-09,KY,D,Yes,1955-01-05,52.5
2442,84,house,B001009,Vera,Daerr,Buchanan,,1902-07-20,PA,D,Yes,1955-01-05,52.5
2443,84,house,F000012,George,Hyde,Fallon,,1902-07-24,MD,D,Yes,1955-01-05,52.5
2444,84,house,S001057,Leonor,Kretzer,Sullivan,,1902-08-21,MO,D,Yes,1955-01-05,52.4
